"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_retested","positive_new","not_tested","not_tested_mobile"
"2020-05-20","Respublikinės Panevėžio ligoninės laboratorija",39,0,39,0,0,0,NA,NA,0,0
"2020-05-20","Respublikinės Šiaulių ligoninės laboratorija",1011,222,1011,222,0,0,NA,NA,0,0
"2020-05-20","UAB „Baltic Medics“",342,339,340,337,2,1,NA,NA,0,0
"2020-05-20","UAB „Diagnostikos laboratorija“",542,47,542,47,0,0,NA,NA,20,47
"2020-05-20","UAB „Medicina practica laboratorija“",491,170,490,169,1,1,NA,NA,58,0
"2020-05-20","UAB „SK Impeks Medicinos diagnostikos centras“",92,0,92,0,0,0,NA,NA,5,0
"2020-05-20","VU Gyvybės mokslų centras",162,0,162,0,0,0,NA,NA,0,0
"2020-05-20","VU ligoninės Santaros klinikų laboratorija",749,0,727,0,22,0,NA,NA,12,0
"2020-05-21","Klaipėdos universitetinės ligoninės laboratorija",463,149,460,148,3,1,NA,NA,0,0
"2020-05-21","LSMU ligoninės Kauno klinikų laboratorija",1393,379,1390,379,3,0,NA,NA,0,0
"2020-05-21","Nacionalinė visuomenės sveikatos priežiūros laboratorija",604,57,602,56,2,0,NA,NA,230,87
"2020-05-21","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",471,428,466,423,5,2,NA,NA,137,133
"2020-05-21","Nacionalinio vėžio instituto laboratorija",365,34,363,34,2,0,NA,NA,8,0
"2020-05-21","Respublikinės Panevėžio ligoninės laboratorija",80,0,80,0,0,0,NA,NA,0,0
"2020-05-21","Respublikinės Šiaulių ligoninės laboratorija",803,145,803,145,0,0,NA,NA,0,0
"2020-05-21","UAB „Baltic Medics“",241,186,241,186,0,0,NA,NA,0,0
"2020-05-21","UAB „Diagnostikos laboratorija“",324,59,324,59,0,0,NA,NA,0,0
"2020-05-21","UAB „Medicina practica laboratorija“",385,49,385,49,0,0,NA,NA,49,0
"2020-05-21","UAB „SK Impeks Medicinos diagnostikos centras“",56,0,56,30,0,0,NA,NA,3,0
"2020-05-21","VU ligoninės Santaros klinikų laboratorija",854,0,840,0,14,0,NA,NA,15,0
"2020-05-22","Klaipėdos universitetinės ligoninės laboratorija",425,163,418,159,7,0,NA,NA,0,0
"2020-05-22","LSMU ligoninės Kauno klinikų laboratorija",1442,342,1442,342,0,0,NA,NA,0,0
"2020-05-22","Nacionalinė visuomenės sveikatos priežiūros laboratorija",603,86,603,86,0,0,NA,NA,250,56
"2020-05-22","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",417,417,409,409,8,0,NA,NA,137,133
"2020-05-22","Nacionalinio vėžio instituto laboratorija",303,46,301,46,2,0,NA,NA,3,0
"2020-05-22","Respublikinės Panevėžio ligoninės laboratorija",72,0,72,0,0,0,NA,NA,0,0
"2020-05-22","Respublikinės Šiaulių ligoninės laboratorija",596,168,595,168,1,0,NA,NA,42,0
"2020-05-22","UAB „Baltic Medics“",232,222,232,222,0,0,NA,NA,0,0
"2020-05-22","UAB „Diagnostikos laboratorija“",375,5,375,5,0,0,NA,NA,90,25
"2020-05-22","UAB „Invitro diagnostika“",79,0,79,0,0,0,NA,NA,0,0
"2020-05-22","UAB „Medicina practica laboratorija“",327,107,327,107,0,0,NA,NA,63,0
"2020-05-22","UAB „SK Impeks Medicinos diagnostikos centras“",8,0,8,0,0,0,NA,NA,0,0
"2020-05-22","VU Gyvybės mokslų centras",0,0,0,0,0,0,NA,NA,0,0
"2020-05-22","VU ligoninės Santaros klinikų laboratorija",960,0,953,0,7,6,NA,NA,8,0
"2020-05-24","Klaipėdos universitetinės ligoninės laboratorija",275,142,273,141,2,0,NA,NA,0,0
"2020-05-24","LSMU ligoninės Kauno klinikų laboratorija",460,203,459,203,1,0,NA,NA,0,0
"2020-05-24","Nacionalinė visuomenės sveikatos priežiūros laboratorija",313,118,311,118,2,0,NA,NA,8,0
"2020-05-24","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",480,480,476,476,4,1,NA,NA,125,125
"2020-05-24","Respublikinės Panevėžio ligoninės laboratorija",37,0,37,0,0,0,NA,NA,0,0
"2020-05-24","Respublikinės Šiaulių ligoninės laboratorija",153,0,153,0,0,0,NA,NA,0,0
"2020-05-24","UAB „Medicina practica laboratorija“",182,49,182,49,0,0,NA,NA,17,0
"2020-05-24","VU ligoninės Santaros klinikų laboratorija",270,0,263,0,7,0,NA,NA,3,0
"2020-05-25","Klaipėdos universitetinės ligoninės laboratorija",419,153,415,151,4,0,NA,NA,0,0
"2020-05-25","LSMU ligoninės Kauno klinikų laboratorija",1440,309,1440,309,0,0,NA,NA,91,50
"2020-05-25","Nacionalinė visuomenės sveikatos priežiūros laboratorija",246,0,245,0,1,0,NA,NA,229,0
"2020-05-25","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",456,456,452,452,4,3,NA,NA,125,125
"2020-05-25","Nacionalinio vėžio instituto laboratorija",357,38,357,38,0,0,NA,NA,4,2
"2020-05-25","Respublikinės Panevėžio ligoninės laboratorija",69,0,69,0,0,0,NA,NA,0,0
"2020-05-25","Respublikinės Šiaulių ligoninės laboratorija",503,15,503,15,0,0,NA,NA,0,0
"2020-05-25","UAB „Baltic Medics“",55,54,55,54,0,0,NA,NA,0,0
"2020-05-25","UAB „Diagnostikos laboratorija“",154,38,154,38,0,0,NA,NA,253,40
"2020-05-25","UAB „Medicina practica laboratorija“",117,23,117,23,0,0,NA,NA,38,0
"2020-05-25","UAB „SK Impeks Medicinos diagnostikos centras“",24,0,24,0,0,0,NA,NA,0,0
"2020-05-25","VU Gyvybės mokslų centras",369,0,369,0,0,0,NA,NA,357,0
"2020-05-25","VU ligoninės Santaros klinikų laboratorija",960,0,944,0,16,0,NA,NA,9,0
"2020-05-26","Klaipėdos universitetinės ligoninės laboratorija",439,159,433,156,6,0,NA,NA,0,0
"2020-05-26","LSMU ligoninės Kauno klinikų laboratorija",1425,393,1422,393,3,0,NA,NA,0,0
"2020-05-26","Nacionalinė visuomenės sveikatos priežiūros laboratorija",561,181,561,181,0,0,NA,NA,229,0
"2020-05-26","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",424,424,420,420,4,4,NA,NA,186,186
"2020-05-26","Nacionalinio vėžio instituto laboratorija",432,42,432,42,0,0,NA,NA,5,1
"2020-05-26","Respublikinės Panevėžio ligoninės laboratorija",30,0,30,0,0,0,NA,NA,0,0
"2020-05-26","Respublikinės Šiaulių ligoninės laboratorija",578,164,578,164,0,0,NA,NA,216,46
"2020-05-26","UAB „Baltic Medics“",46,45,46,45,0,0,NA,NA,0,0
"2020-05-26","UAB „Diagnostikos laboratorija“",376,48,375,48,1,0,NA,NA,259,44
"2020-05-26","UAB „Medicina practica laboratorija“",335,110,335,110,0,0,NA,NA,78,0
"2020-05-26","UAB „SK Impeks Medicinos diagnostikos centras“",24,0,24,0,0,0,NA,NA,0,0
"2020-05-26","VU Gyvybės mokslų centras",618,0,618,0,0,0,NA,NA,233,0
"2020-05-26","VU ligoninės Santaros klinikų laboratorija",886,0,869,0,17,0,NA,NA,4,0
"2020-05-27","Klaipėdos universitetinės ligoninės laboratorija",468,205,465,203,3,0,NA,NA,0,0
"2020-05-27","LSMU ligoninės Kauno klinikų laboratorija",1587,386,1586,386,1,0,NA,NA,0,0
"2020-05-27","Nacionalinė visuomenės sveikatos priežiūros laboratorija",594,0,587,0,7,0,NA,NA,45,0
"2020-05-27","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",635,407,630,405,5,0,NA,NA,150,150
"2020-05-27","Nacionalinio vėžio instituto laboratorija",364,31,364,31,0,0,NA,NA,28,0
"2020-05-27","Respublikinės Panevėžio ligoninės laboratorija",75,0,75,0,0,0,NA,NA,0,0
"2020-05-27","Respublikinės Šiaulių ligoninės laboratorija",924,295,924,295,0,0,NA,NA,0,0
"2020-05-27","UAB „Baltic Medics“",58,43,58,43,0,0,NA,NA,0,0
"2020-05-27","UAB „Diagnostikos laboratorija“",372,51,372,51,0,0,NA,NA,386,43
"2020-05-27","UAB „Invitro diagnostika“",67,49,67,49,0,0,NA,NA,0,0
"2020-05-27","UAB „Medicina practica laboratorija“",351,100,351,100,0,0,NA,NA,69,0
"2020-05-27","UAB „SK Impeks Medicinos diagnostikos centras“",92,0,92,0,0,0,NA,NA,0,0
"2020-05-27","VU Gyvybės mokslų centras",233,0,233,0,0,0,NA,NA,0,0
"2020-05-27","VU ligoninės Santaros klinikų laboratorija",930,0,923,0,7,0,NA,NA,0,0
"2020-05-28","Klaipėdos universitetinės ligoninės laboratorija",431,169,424,168,7,0,NA,NA,0,0
"2020-05-28","LSMU ligoninės Kauno klinikų laboratorija",1369,127,1366,127,3,0,NA,NA,56,56
"2020-05-28","Nacionalinė visuomenės sveikatos priežiūros laboratorija",503,0,502,0,1,0,NA,NA,40,0
"2020-05-28","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",372,372,366,366,6,1,NA,NA,80,80
"2020-05-28","Nacionalinio vėžio instituto laboratorija",452,38,452,38,0,0,NA,NA,98,0
"2020-05-28","Respublikinės Panevėžio ligoninės laboratorija",142,0,140,0,2,0,NA,NA,0,0
"2020-05-28","Respublikinės Šiaulių ligoninės laboratorija",916,218,915,218,1,0,NA,NA,0,0
"2020-05-28","UAB „Baltic Medics“",103,45,103,45,0,0,NA,NA,0,0
"2020-05-28","UAB „Diagnostikos laboratorija“",463,43,463,43,0,0,NA,NA,354,17
"2020-05-28","UAB „Invitro diagnostika“",90,77,89,76,1,1,NA,NA,0,0
"2020-05-28","UAB „Medicina practica laboratorija“",406,118,406,118,0,0,NA,NA,208,0
"2020-05-28","UAB „SK Impeks Medicinos diagnostikos centras“",58,0,58,0,0,0,NA,NA,44,0
"2020-05-28","VU ligoninės Santaros klinikų laboratorija",804,0,798,0,6,0,NA,NA,13,0
"2020-05-29","Klaipėdos universitetinės ligoninės laboratorija",428,148,421,146,7,1,NA,NA,12,12
"2020-05-29","LSMU ligoninės Kauno klinikų laboratorija",1404,191,1404,191,0,0,NA,NA,80,50
"2020-05-29","Nacionalinė visuomenės sveikatos priežiūros laboratorija",319,14,317,14,2,0,NA,NA,45,0
"2020-05-29","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",273,273,267,267,6,4,NA,NA,75,75
"2020-05-29","Nacionalinio vėžio instituto laboratorija",392,40,392,40,0,0,NA,NA,2,0
"2020-05-29","Respublikinės Panevėžio ligoninės laboratorija",230,0,230,0,0,0,NA,NA,0,0
"2020-05-29","Respublikinės Šiaulių ligoninės laboratorija",390,75,390,75,0,0,NA,NA,10,0
"2020-05-29","UAB „Baltic Medics“",46,46,46,46,0,0,NA,NA,0,0
"2020-05-29","UAB „Diagnostikos laboratorija“",464,27,464,27,0,0,NA,NA,529,36
"2020-05-29","UAB „Invitro diagnostika“",63,58,63,58,0,0,NA,NA,125,47
"2020-05-29","UAB „Medicina practica laboratorija“",484,45,484,45,0,0,NA,NA,55,0
"2020-05-29","UAB „SK Impeks Medicinos diagnostikos centras“",82,0,82,0,0,0,NA,NA,1,0
"2020-05-29","VU Gyvybės mokslų centras",0,0,0,0,0,0,NA,NA,0,0
"2020-05-29","VU ligoninės Santaros klinikų laboratorija",762,0,752,0,10,0,NA,NA,12,0
"2020-05-30","Klaipėdos universitetinės ligoninės laboratorija",323,202,320,199,3,0,NA,NA,12,12
"2020-05-30","LSMU ligoninės Kauno klinikų laboratorija",594,247,592,245,2,2,NA,NA,0,0
"2020-05-30","Nacionalinė visuomenės sveikatos priežiūros laboratorija",580,0,579,0,1,0,NA,NA,50,0
"2020-05-30","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",261,261,261,261,0,0,NA,NA,180,180
"2020-05-30","Nacionalinio vėžio instituto laboratorija",38,0,38,0,0,0,NA,NA,0,0
"2020-05-30","Respublikinės Panevėžio ligoninės laboratorija",57,0,57,0,0,0,NA,NA,0,0
"2020-05-30","Respublikinės Šiaulių ligoninės laboratorija",263,115,263,115,0,0,NA,NA,12,0
"2020-05-30","UAB „Diagnostikos laboratorija“",561,69,561,69,0,0,NA,NA,29,11
"2020-05-30","UAB „Invitro diagnostika“",198,47,197,46,1,1,NA,NA,0,0
"2020-05-30","UAB „Medicina practica laboratorija“",236,103,236,103,0,0,NA,NA,0,0
"2020-05-30","VU ligoninės Santaros klinikų laboratorija",320,0,314,0,6,0,NA,NA,15,0
"2020-05-31","Klaipėdos universitetinės ligoninės laboratorija",295,159,291,156,4,0,NA,NA,12,12
"2020-05-31","LSMU ligoninės Kauno klinikų laboratorija",495,214,494,214,1,0,NA,NA,0,0
"2020-05-31","Nacionalinė visuomenės sveikatos priežiūros laboratorija",122,84,121,83,1,1,NA,NA,55,15
"2020-05-31","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",369,369,367,367,2,2,NA,NA,107,107
"2020-05-31","Respublikinės Panevėžio ligoninės laboratorija",42,0,42,0,0,0,NA,NA,0,0
"2020-05-31","Respublikinės Šiaulių ligoninės laboratorija",270,77,270,77,0,0,NA,NA,0,0
"2020-05-31","UAB „Diagnostikos laboratorija“",29,11,29,11,0,0,NA,NA,0,0
"2020-05-31","UAB „Medicina practica laboratorija“",68,65,68,65,0,0,NA,NA,17,17
"2020-05-31","VU ligoninės Santaros klinikų laboratorija",305,0,303,0,2,0,NA,NA,0,0
"2020-06-01","Klaipėdos universitetinės ligoninės laboratorija",562,180,560,180,2,0,NA,NA,0,0
"2020-06-01","LSMU ligoninės Kauno klinikų laboratorija",1362,292,1360,291,2,1,NA,NA,0,0
"2020-06-01","Nacionalinė visuomenės sveikatos priežiūros laboratorija",211,163,210,162,1,0,NA,NA,50,0
"2020-06-01","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",465,429,461,425,4,2,NA,NA,140,140
"2020-06-01","Nacionalinio vėžio instituto laboratorija",362,40,362,40,0,0,NA,NA,0,0
"2020-06-01","Respublikinės Panevėžio ligoninės laboratorija",101,0,101,0,0,0,NA,NA,0,0
"2020-06-01","Respublikinės Šiaulių ligoninės laboratorija",559,109,558,109,1,0,NA,NA,0,0
"2020-06-01","UAB „Baltic Medics“",49,48,49,48,0,0,NA,NA,0,0
"2020-06-01","UAB „Diagnostikos laboratorija“",146,44,146,44,0,0,NA,NA,562,34
"2020-06-01","UAB „Medicina practica laboratorija“",124,51,124,51,0,0,NA,NA,54,54
"2020-06-01","UAB „SK Impeks Medicinos diagnostikos centras“",28,0,28,0,0,0,NA,NA,0,0
"2020-06-01","VU ligoninės Santaros klinikų laboratorija",902,0,889,0,13,0,NA,NA,9,0
"2020-06-02","Klaipėdos universitetinės ligoninės laboratorija",466,226,464,225,2,0,NA,NA,0,0
"2020-06-02","LSMU ligoninės Kauno klinikų laboratorija",1215,208,1215,208,0,0,NA,NA,22,22
"2020-06-02","Nacionalinė visuomenės sveikatos priežiūros laboratorija",506,0,506,0,0,0,NA,NA,45,0
"2020-06-02","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",372,372,369,369,3,2,NA,NA,260,260
"2020-06-02","Nacionalinio vėžio instituto laboratorija",276,37,276,37,0,0,NA,NA,5,3
"2020-06-02","Respublikinės Panevėžio ligoninės laboratorija",75,0,75,0,0,0,NA,NA,0,0
"2020-06-02","Respublikinės Šiaulių ligoninės laboratorija",550,111,550,111,0,0,NA,NA,0,0
"2020-06-02","UAB „Baltic Medics“",49,45,49,45,0,0,NA,NA,0,0
"2020-06-02","UAB „Diagnostikos laboratorija“",657,57,657,57,0,0,NA,NA,666,43
"2020-06-02","UAB „Invitro diagnostika“",49,45,48,44,1,0,NA,NA,0,0
"2020-06-02","UAB „Medicina practica laboratorija“",249,147,249,147,0,0,NA,NA,62,62
"2020-06-02","UAB „SK Impeks Medicinos diagnostikos centras“",23,0,23,0,0,0,NA,NA,0,0
"2020-06-02","VU ligoninės Santaros klinikų laboratorija",900,0,890,0,10,0,NA,NA,7,0
"2020-06-03","Klaipėdos universitetinės ligoninės laboratorija",432,159,429,157,3,1,NA,NA,0,0
"2020-06-03","LSMU ligoninės Kauno klinikų laboratorija",1348,235,1345,235,3,0,NA,NA,0,0
"2020-06-03","Nacionalinė visuomenės sveikatos priežiūros laboratorija",518,33,517,33,1,0,NA,NA,45,0
"2020-06-03","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",744,420,737,413,7,5,NA,NA,60,60
"2020-06-03","Nacionalinio vėžio instituto laboratorija",176,43,175,43,1,0,NA,NA,2,0
"2020-06-03","Respublikinės Panevėžio ligoninės laboratorija",122,0,122,0,0,0,NA,NA,0,0
"2020-06-03","Respublikinės Šiaulių ligoninės laboratorija",436,76,436,76,0,0,NA,NA,0,0
"2020-06-03","UAB „Baltic Medics“",76,47,76,47,0,0,NA,NA,0,0
"2020-06-03","UAB „Diagnostikos laboratorija“",592,43,592,43,0,0,NA,NA,451,43
"2020-06-03","UAB „Invitro diagnostika“",222,49,222,49,0,0,NA,NA,0,0
"2020-06-03","UAB „Medicina practica laboratorija“",268,64,268,64,0,0,NA,NA,26,26
"2020-06-03","UAB „SK Impeks Medicinos diagnostikos centras“",70,0,70,0,0,0,NA,NA,60,0
"2020-06-03","VU ligoninės Santaros klinikų laboratorija",924,0,917,0,7,0,NA,NA,3,0
"2020-06-04","Klaipėdos universitetinės ligoninės laboratorija",304,103,299,99,5,3,NA,NA,0,0
"2020-06-04","LSMU ligoninės Kauno klinikų laboratorija",1146,305,1144,304,2,0,NA,NA,0,0
"2020-06-04","Nacionalinė visuomenės sveikatos priežiūros laboratorija",510,0,507,0,3,0,NA,NA,50,0
"2020-06-04","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",377,377,371,371,6,2,NA,NA,246,246
"2020-06-04","Nacionalinio vėžio instituto laboratorija",331,40,331,40,0,0,NA,NA,2,0
"2020-06-04","Respublikinės Panevėžio ligoninės laboratorija",138,0,138,0,0,0,NA,NA,0,0
"2020-06-04","Respublikinės Šiaulių ligoninės laboratorija",496,33,495,32,1,1,NA,NA,0,0
"2020-06-04","UAB „Baltic Medics“",88,41,87,40,1,0,NA,NA,0,0
"2020-06-04","UAB „Diagnostikos laboratorija“",562,43,562,43,0,0,NA,NA,239,11
"2020-06-04","UAB „Invitro diagnostika“",92,81,92,81,0,0,NA,NA,0,0
"2020-06-04","UAB „Medicina practica laboratorija“",264,60,264,60,0,0,NA,NA,48,10
"2020-06-04","UAB „SK Impeks Medicinos diagnostikos centras“",81,0,81,0,0,0,NA,NA,10,0
"2020-06-04","VU ligoninės Santaros klinikų laboratorija",865,0,861,0,4,0,NA,NA,1,0
"2020-06-07","Klaipėdos universitetinės ligoninės laboratorija",166,65,165,64,1,1,NA,NA,0,0
"2020-06-07","LSMU ligoninės Kauno klinikų laboratorija",500,159,499,159,1,0,NA,NA,0,0
"2020-06-07","Nacionalinė visuomenės sveikatos priežiūros laboratorija",561,71,559,69,2,2,NA,NA,40,0
"2020-06-07","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",465,465,462,462,3,2,NA,NA,217,217
"2020-06-07","Respublikinės Panevėžio ligoninės laboratorija",60,0,60,0,0,0,NA,NA,0,0
"2020-06-07","Respublikinės Šiaulių ligoninės laboratorija",172,0,172,0,0,0,NA,NA,0,0
"2020-06-07","UAB „Medicina practica laboratorija“",44,40,43,39,1,1,NA,NA,0,0
"2020-06-07","VU ligoninės Santaros klinikų laboratorija",285,0,284,0,1,0,NA,NA,16,0
"2020-06-08","Klaipėdos universitetinės ligoninės laboratorija",436,153,433,153,3,0,NA,NA,0,0
"2020-06-08","LSMU ligoninės Kauno klinikų laboratorija",1051,213,1050,213,1,0,NA,NA,40,40
"2020-06-08","Nacionalinė visuomenės sveikatos priežiūros laboratorija",228,150,228,150,0,0,NA,NA,50,0
"2020-06-08","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",450,450,442,442,8,4,NA,NA,32,32
"2020-06-08","Nacionalinio vėžio instituto laboratorija",338,40,338,40,0,0,NA,NA,0,0
"2020-06-08","Respublikinės Šiaulių ligoninės laboratorija",511,90,511,90,0,0,NA,NA,0,0
"2020-06-08","UAB „Baltic Medics“",50,50,50,50,0,0,NA,NA,0,0
"2020-06-08","UAB „Diagnostikos laboratorija“",242,85,242,85,0,0,NA,NA,470,41
"2020-06-08","UAB „Medicina practica laboratorija“",181,55,181,55,0,0,NA,NA,0,0
"2020-06-08","UAB „SK Impeks Medicinos diagnostikos centras“",10,0,10,0,0,0,NA,NA,4,0
"2020-06-08","VU ligoninės Santaros klinikų laboratorija",890,0,881,0,9,0,NA,NA,4,0
"2020-06-09","Klaipėdos universitetinės ligoninės laboratorija",371,122,369,122,2,0,NA,NA,0,0
"2020-06-09","LSMU ligoninės Kauno klinikų laboratorija",1233,392,1230,390,3,2,NA,NA,0,0
"2020-06-09","Nacionalinė visuomenės sveikatos priežiūros laboratorija",509,0,507,0,2,0,NA,NA,49,0
"2020-06-09","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",558,440,552,434,6,6,NA,NA,66,66
"2020-06-09","Nacionalinio vėžio instituto laboratorija",320,32,319,31,1,1,NA,NA,54,0
"2020-06-09","Respublikinės Panevėžio ligoninės laboratorija",188,0,188,0,0,0,NA,NA,0,0
"2020-06-09","Respublikinės Šiaulių ligoninės laboratorija",422,0,420,0,2,0,NA,NA,0,0
"2020-06-09","UAB „Baltic Medics“",79,40,78,40,1,0,NA,NA,0,0
"2020-06-09","UAB „Diagnostikos laboratorija“",562,129,562,129,0,0,NA,NA,495,25
"2020-06-09","UAB „Invitro diagnostika“",69,42,69,42,0,0,NA,NA,0,0
"2020-06-09","UAB „Medicina practica laboratorija“",104,37,104,37,0,0,NA,NA,50,0
"2020-06-09","UAB „SK Impeks Medicinos diagnostikos centras“",27,0,27,0,0,0,NA,NA,4,0
"2020-06-09","VU ligoninės Santaros klinikų laboratorija",877,0,865,0,12,0,NA,NA,5,0
"2020-06-10","Klaipėdos universitetinės ligoninės laboratorija",508,164,508,164,0,0,NA,NA,0,0
"2020-06-10","LSMU ligoninės Kauno klinikų laboratorija",1139,274,1138,274,1,0,NA,NA,0,0
"2020-06-10","Nacionalinė visuomenės sveikatos priežiūros laboratorija",516,0,515,0,1,0,NA,NA,40,0
"2020-06-10","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",452,417,451,416,1,0,NA,NA,50,50
"2020-06-10","Nacionalinio vėžio instituto laboratorija",276,21,276,21,0,1,NA,NA,6,0
"2020-06-10","Respublikinės Panevėžio ligoninės laboratorija",95,0,95,0,0,0,NA,NA,0,0
"2020-06-10","Respublikinės Šiaulių ligoninės laboratorija",560,75,560,75,0,0,NA,NA,0,0
"2020-06-10","UAB „Baltic Medics“",97,62,97,62,0,0,NA,NA,0,0
"2020-06-10","UAB „Diagnostikos laboratorija“ („Antėja“)",563,26,563,26,0,0,NA,NA,207,31
"2020-06-10","UAB „Invitro diagnostika“",235,31,234,31,1,0,NA,NA,0,0
"2020-06-10","UAB „Medicina practica laboratorija“",154,77,154,77,0,0,NA,NA,97,2
"2020-06-10","UAB „SK Impeks Medicinos diagnostikos centras“",72,0,71,0,1,0,NA,NA,35,0
"2020-06-10","VU ligoninės Santaros klinikų laboratorija",729,0,725,0,4,0,NA,NA,5,0
"2020-06-11","Klaipėdos universitetinės ligoninės laboratorija",397,71,396,71,1,0,NA,NA,0,0
"2020-06-11","LSMU ligoninės Kauno klinikų laboratorija",1146,200,1143,200,3,0,NA,NA,0,0
"2020-06-11","Nacionalinė visuomenės sveikatos priežiūros laboratorija",524,0,523,0,1,0,NA,NA,50,0
"2020-06-11","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",465,465,461,461,4,3,NA,NA,13,13
"2020-06-11","Nacionalinio vėžio instituto laboratorija",361,12,361,12,0,0,NA,NA,20,0
"2020-06-11","Respublikinės Panevėžio ligoninės laboratorija",120,0,120,0,0,0,NA,NA,0,0
"2020-06-11","Respublikinės Šiaulių ligoninės laboratorija",382,92,382,92,0,0,NA,NA,0,0
"2020-06-11","UAB „Baltic Medics“",66,11,66,11,0,0,NA,NA,0,0
"2020-06-11","UAB „Diagnostikos laboratorija“ („Antėja“)",382,58,382,58,0,0,NA,NA,166,0
"2020-06-11","UAB „Invitro diagnostika“",211,48,210,47,1,1,NA,NA,0,0
"2020-06-11","UAB „Medicina practica laboratorija“",188,37,188,37,0,0,NA,NA,66,5
"2020-06-11","UAB „SK Impeks Medicinos diagnostikos centras“",83,0,83,0,0,0,NA,NA,20,0
"2020-06-11","VU ligoninės Santaros klinikų laboratorija",949,0,944,0,5,0,NA,NA,9,0
"2020-06-12","Klaipėdos universitetinės ligoninės laboratorija",395,126,394,126,1,0,NA,NA,0,0
"2020-06-12","LSMU ligoninės Kauno klinikų laboratorija",1149,172,1149,172,0,0,NA,NA,0,0
"2020-06-12","Nacionalinė visuomenės sveikatos priežiūros laboratorija",506,12,505,12,1,0,NA,NA,50,0
"2020-06-12","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",279,279,275,275,4,3,NA,NA,407,407
"2020-06-12","Nacionalinio vėžio instituto laboratorija",338,12,338,12,0,0,NA,NA,3,0
"2020-06-12","Respublikinės Panevėžio ligoninės laboratorija",172,0,172,0,0,0,NA,NA,0,0
"2020-06-12","Respublikinės Šiaulių ligoninės laboratorija",221,27,221,27,0,0,NA,NA,19,0
"2020-06-12","UAB „Baltic Medics“",9,9,8,8,1,1,NA,NA,0,0
"2020-06-12","UAB „Diagnostikos laboratorija“ („Antėja“)",450,9,450,9,0,0,NA,NA,4,0
"2020-06-12","UAB „Invitro diagnostika“",113,65,113,65,0,0,NA,NA,1,1
"2020-06-12","UAB „Medicina practica laboratorija“",254,48,254,48,0,0,NA,NA,0,0
"2020-06-12","UAB „SK Impeks Medicinos diagnostikos centras“",31,0,31,0,0,0,NA,NA,0,0
"2020-06-12","VU ligoninės Santaros klinikų laboratorija",691,0,688,0,3,0,NA,NA,0,0
"2020-06-13","Klaipėdos universitetinės ligoninės laboratorija",220,139,220,139,0,0,NA,NA,0,0
"2020-06-13","LSMU ligoninės Kauno klinikų laboratorija",565,228,562,228,3,0,NA,NA,0,0
"2020-06-13","Nacionalinė visuomenės sveikatos priežiūros laboratorija",509,0,508,0,1,0,NA,NA,50,0
"2020-06-13","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",642,397,637,392,5,4,NA,NA,39,39
"2020-06-13","Nacionalinio vėžio instituto laboratorija",28,0,28,0,0,0,NA,NA,0,0
"2020-06-13","Respublikinės Panevėžio ligoninės laboratorija",78,0,78,0,0,0,NA,NA,0,0
"2020-06-13","Respublikinės Šiaulių ligoninės laboratorija",209,77,209,77,0,0,NA,NA,15,0
"2020-06-13","UAB „Baltic Medics“",73,45,73,45,0,0,NA,NA,0,0
"2020-06-13","UAB „Diagnostikos laboratorija“ („Antėja“)",51,39,51,39,0,0,NA,NA,0,0
"2020-06-13","UAB „Invitro diagnostika“",113,65,113,65,0,0,NA,NA,1,1
"2020-06-13","UAB „Medicina practica laboratorija“",86,81,86,81,0,0,NA,NA,0,0
"2020-06-13","UAB „SK Impeks Medicinos diagnostikos centras“",0,0,0,0,0,0,NA,NA,0,0
"2020-06-13","VU Gyvybės mokslų centras",0,0,0,0,0,0,NA,NA,0,0
"2020-06-13","VU ligoninės Santaros klinikų laboratorija",284,0,277,0,7,0,NA,NA,0,0
"2020-06-14","Klaipėdos universitetinės ligoninės laboratorija",186,96,186,96,0,0,NA,NA,0,0
